,Listado de productos Bioequivalentes actualizado al 27 de Octubre de 2015,,,,,,
591,Inductor del sueño / Sedante,ZOLPIDEM,1.- Stilnox 2.- Adormix,Sanofi-Aventis,ZOLPIDEM TARTRATO COMPRIMIDOS RECUBIERTOS 10 mg,F-22218,PHARMAVITA S.A.
592,Inductor del sueño / Sedante,ZOLPIDEM,1.- Stilnox 2.- Adormix,Sanofi-Aventis,SOMNIL COMPRIMIDOS 10 mg,F-10360,TECNOFARMA S.A.
593,Relajante muscular,CICLOBENZAPRINA,Flexeril,Janseen R & D,TENSIOMAX COMPRIMIDOS RECUBIERTOS 10 mg,F-9711,LABORATORIO BAGÓ DE CHILE S.A.
594,Relajante muscular,CICLOBENZAPRINA,Flexeril,Janseen R & D,TENSIOMAX COMPRIMIDOS RECUBIERTOS 5 mg,F-13568,LABORATORIO BAGÓ DE CHILE S.A.
595,Relajante muscular,CICLOBENZAPRINA,Flexeril,Janseen R & D,CICLOBENZAPRINA CLORHIDRATO COMPRIMIDOS RECUBIERTOS 10 mg,F-14687,LABORATORIO CHILE S.A
596,Relajante muscular,CICLOBENZAPRINA,Flexeril,Janseen R & D,MIO-RELAX COMPRIMIDOS RECUBIERTOS 10 mg,F-19589,LABORATORIOS EUROMED CHILE S.A.
597,Relajante muscular,CICLOBENZAPRINA,Flexeril,Janseen R & D,MIO-RELAX COMPRIMIDOS RECUBIERTOS 5 mg,F-20019,LABORATORIOS EUROMED CHILE S.A.
598,Relajante muscular,CICLOBENZAPRINA,Flexeril,Janseen R & D,TENSODOX COMPRIMIDOS RECUBIERTOS 5 mg,F-15381,LABORATORIOS RECALCINE S.A.
599,Relajante muscular,CICLOBENZAPRINA,Flexeril,Janseen R & D,TENSODOX COMPRIMIDOS RECUBIERTOS 10 mg,F-11070,LABORATORIOS RECALCINE S.A.
600,Relajante muscular,CICLOBENZAPRINA,Flexeril,Janseen R & D,NOSTADEN COMPRIMIDOS RECUBIERTOS 10 mg.,F-12150,MINTLAB CO. S.A.
601,Relajante muscular,CICLOBENZAPRINA,Flexeril,Janseen R & D,NOSTADEN COMPRIMIDOS RECUBIERTOS 5 mg.,F-17911,MINTLAB Co. S.A.
602,Trasplante de órganos,CICLOSPORINA,Sandimmun,Novartis,EQUORAL CÁPSULAS BLANDAS 100 mg,F-14878,LABORATORIO CHILE S.A.
603,Trasplante de órganos,CICLOSPORINA,Sandimmun,Novartis,EQUORAL CÁPSULAS BLANDAS 25 mg,F-14876,LABORATORIO CHILE S.A.
604,Trasplante de órganos,CICLOSPORINA,Sandimmun,Novartis,EQUORAL CÁPSULAS BLANDAS 50 mg,F-14877,LABORATORIO CHILE S.A.
605,Trasplante de órganos,CICLOSPORINA,Sandimmun,Novartis,EQUORAL SOLUCIÓN ORAL 100 mg/mL,F-14875,LABORATORIO CHILE S.A.
606,Trasplante de órganos,CICLOSPORINA,Sandimmun,Novartis,SIGMASPORIN MICRORAL CÁPSULAS BLANDAS 100 mg,F-15789,LIBRA CHILE S.A.
607,Trasplante de órganos,CICLOSPORINA,Sandimmun,Novartis,SIGMASPORIN MICRORAL CÁPSULAS BLANDAS 25 mg,F-15787,LIBRA CHILE S.A.
608,Trasplante de órganos,CICLOSPORINA,Sandimmun,Novartis,SIGMASPORIN MICRORAL CÁPSULAS BLANDAS 50 mg,F-15788,LIBRA CHILE S.A.
609,Trasplante de órganos,MICOFENOLATO MOFETILO,Cellcept,Roche,INMUFEN COMPRIMIDOS RECUBIERTOS 500 mg,F-19749,ASCEND LABORATORIES SpA
610,Trasplante de órganos,MICOFENOLATO MOFETILO,Cellcept,Roche,INMUFEN CÁPSULAS 250 mg,F-20109,ASCEND LABORATORIES SpA
611,Trasplante de órganos,MICOFENOLATO MOFETILO,Cellcept,Roche,MICOFENOLATO MOFETILO COMPRIMIDOS RECUBIERTOS 500 mg,F-20114,ASCEND LABORATORIES SpA
612,Trasplante de órganos,MICOFENOLATO MOFETILO,Cellcept,Roche,MICOFENOLATO MOFETILO CÁPSULAS 250 mg,F-20388,ASCEND LABORATORIES SpA
613,Trasplante de órganos,MICOFENOLATO MOFETILO,Cellcept,Roche,SUPRIMUN COMPRIMIDOS RECUBIERTOS 500 mg,F-15308,ETEX FARMACÉUTICA LTDA.
614,Trasplante de órganos,MICOFENOLATO MOFETILO,Cellcept,Roche,SUPRIMUN CÁPSULAS 250 mg,F-15309,ETEX FARMACÉUTICA LTDA.
615,Trasplante de órganos,MICOFENOLATO MOFETILO,Cellcept,Roche,MICOFENOLATO MOFETILO CÁPSULAS 250 mg,F-18230,LABORATORIO CHILE S.A.
616,Trasplante de órganos,MICOFENOLATO MOFETILO,Cellcept,Roche,MICOFENOLATO MOFETILO COMPRIMIDOS RECUBIERTOS 500 mg,F-18229,LABORATORIO CHILE S.A.
617,Trasplante de órganos,MICOFENOLATO MOFETILO,Cellcept,Roche,MICOFENOLATO MOFETILO COMPRIMIDOS RECUBIERTOS 500 mg,F-19956,LABORATORIO CHILE S.A.
618,Trasplante de órganos,MICOFENOLATO MOFETILO,Cellcept,Roche,MICOFENOLATO MOFETILO CÁPSULAS 250 mg,F-20137,LABORATORIO CHILE S.A.
619,Trasplante de órganos,MICOFENOLATO MOFETILO,Cellcept,Roche,LINFONEX COMPRIMIDOS RECUBIERTOS 500 mg,F-13451,LABORATORIOS RECALCINE S.A.
620,Trasplante de órganos,MICOFENOLATO MOFETILO,Cellcept,Roche,LINFONEX COMPRIMIDOS RECUBIERTOS 250 mg,F-13487,LABORATORIOS RECALCINE S.A.
621,Trasplante de órganos,MICOFENOLATO MOFETILO,Cellcept,Roche,PROFIREN 500 COMPRIMIDOS RECUBIERTOS 500 mg,F-17555,LIBRA CHILE S.A.
622,Trasplante de órganos,MICOFENOLATO MOFETILO,Cellcept,Roche,LAMUCON COMPRIMIDOS RECUBIERTOS 500 mg,F-19321,NOVARTIS CHILE S.A.
623,Trasplante de órganos,MICOFENOLATO MOFETILO,Cellcept,Roche,LAMUCON CÁPSULAS 250 mg,F-19323,NOVARTIS CHILE S.A.
624,Trasplante de órganos,TACROLIMÚS,Prograf,Gador,TACNI CÁPSULAS 1 mg (TACROLIMUS),F-21737,LABORATORIO CHILE S.A.
625,Trasplante de órganos,TACROLIMÚS,Prograf,Gador,TACNI CÁPSULAS 5 mg (TACROLIMUS),F-21736,LABORATORIO CHILE S.A.
626,Trasplante de órganos,TACROLIMÚS,Prograf,Gador, TACNI CÁPSULAS 0,5 mg (TACROLIMUS) ,F-21738,LABORATORIO CHILE S.A.
627,Trasplante de órganos,TACROLIMÚS,Prograf,Gador,T- INMUN CÁPSULAS 1 mg,F-18949,LABORATORIOS RECALCINE S.A.
628,Trasplante de órganos,TACROLIMÚS,Prograf,Gador, CIDIMUS CÁPSULAS 0,5 mg ,F-19209,NOVARTIS CHILE S.A.
629,Trasplante de órganos,TACROLIMÚS,Prograf,Gador, CIDIMUS CÁPSULAS 5,0 mg ,F-19210,NOVARTIS CHILE S.A.
630,Trasplante de órganos,TACROLIMÚS,Prograf,Gador, CIDIMUS CÁPSULAS 1,0 mg ,F-19410,NOVARTIS CHILE S.A.
631,Trasplante de órganos,TACROLIMÚS,Prograf,Gador,TACROLIMUS CÁPSULAS 5 mg,F-20487,OPKO CHILE S.A.
632,Trastornos mentales,CLOZAPINA,Leponex,Novartis,LODUX COMPRIMIDOS 25 mg,F-17987,SYNTHON CHILE LTDA.
633,Trastornos mentales,CLOZAPINA,Leponex,Novartis,LODUX COMPRIMIDOS 100 mg,F-17648,SYNTHON CHILE LTDA.
634,Trastornos mentales,CLOZAPINA,Leponex,Novartis,LODUX COMPRIMIDOS 25 mg,F-21886,SYNTHON CHILE LTDA.
635,Trastornos mentales,CLOZAPINA,Leponex,Novartis,LODUX COMPRIMIDOS 100 mg,F-21887,SYNTHON CHILE LTDA.
636,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca,QUETIAPINA COMPRIMIDOS RECUBIERTOS 25 mg,F-21868,ASCEND LABORATORIES S.p.A.
637,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca,QUETIAPINA COMPRIMIDOS RECUBIERTOS 100 mg,F-21869,ASCEND LABORATORIES S.p.A.
638,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca,QUETIAPINA COMPRIMIDOS RECUBIERTOS 25 mg,F-19959,ASCEND LABORATORIES SpA
639,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca,QUETIAPINA COMPRIMIDOS RECUBIERTOS 200 mg,F-19961,ASCEND LABORATORIES SpA
640,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca,QUETIAPINA COMPRIMIDOS RECUBIERTOS 300 mg,F-19962,ASCEND LABORATORIES SpA
641,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca,QUETIAPINA COMPRIMIDOS RECUBIERTOS 100 mg,F-19960,ASCEND LABORATORIES SpA
642,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca,GOFYL COMPRIMIDOS RECUBIERTOS 25 mg,F-16950,AXON PHARMA S.p.A.
643,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca,GOFYL COMPRIMIDOS RECUBIERTOS 200 mg,F-16948,AXON PHARMA SPA.
644,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca,GOFYL COMPRIMIDOS RECUBIERTOS 100 mg,F-16949,AXON PHARMA SPA.
645,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca,QUETKARE COMPRIMIDOS RECUBIERTOS 25 mg,F-18293,ETEX FARMACÉUTICA LTDA.
646,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca,QUETKARE COMPRIMIDOS RECUBIERTOS 100 mg.,F-18294,ETEX FARMACÉUTICA LTDA.
647,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca,QUETKARE COMPRIMIDOS RECUBIERTOS 200 mg,F-18295,ETEX FARMACÉUTICA LTDA.
648,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca,NORSIC COMPRIMIDOS RECUBIERTOS 25 mg (QUETIAPINA),F-21702,LABORATORIOS ANDRÓMACO S.A.
649,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca,NORSIC COMPRIMIDOS RECUBIERTOS 100 mg (QUETIAPINA),F-21703,LABORATORIOS ANDRÓMACO S.A.
650,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca,QUETIAPINA COMPRIMIDOS RECUBIERTOS 25 mg,F-21710,LABORATORIOS ANDRÓMACO S.A.
651,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca,QUETIAPINA COMPRIMIDOS RECUBIERTOS 100 mg,F-21709,LABORATORIOS ANDRÓMACO S.A.
652,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca,NORSIC COMPRIMIDOS RECUBIERTOS 300 mg (QUETIAPINA),F-21803,LABORATORIOS ANDRÓMACO S.A.
653,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca,QUETIAPINA COMPRIMIDOS RECUBIERTOS 25 mg,F-20855,LABORATORIOS EUROMED CHILE S.A.
654,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca,QUETIUM COMPRIMIDOS RECUBIERTOS 25 mg,F-20198,LABORATORIOS SAVAL S.A.
655,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca,QUETIUM COMPRIMIDOS RECUBIERTOS 100 mg,F-20257,LABORATORIOS SAVAL S.A.
656,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca,QUETIUM COMPRIMIDOS RECUBIERTOS 200 mg,F-20256,LABORATORIOS SAVAL S.A.
657,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca,QUETIUM COMPRIMIDOS RECUBIERTOS 300 mg,F-20255,LABORATORIOS SAVAL S.A.
658,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca,QUETIUM XR COMPRIMIDOS RECUBIERTOS DE LIBERACIÓN PROLONGADA 50 mg,F-20387,LABORATORIOS SAVAL S.A.
659,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca,QUETIUM XR COMPRIMIDOS RECUBRIMIENTO DE LIBERACIÓN PROLONGADA 200 mg,F-20389,LABORATORIOS SAVAL S.A.
660,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca,QUETIUM XR COMPRIMIDOS DE LIBERACIÓN PROLONGADA 400 mg,F-20391,LABORATORIOS SAVAL S.A.
661,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca,QUETIUM XR COMPRIMIDOS RECUBIERTOS DE LIBERACIÓN PROLONGADA 300 mg,F-20390,LABORATORIOS SAVAL S.A.
662,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca,EUFRENIM COMPRIMIDOS RECUBIERTOS 100 mg,F-19312,NOVARTIS CHILE S.A.
663,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca,EUFRENIM COMPRIMIDOS RECUBIERTOS 25 mg,F-19311,NOVARTIS CHILE S.A.
664,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca,QURAX 25 COMPRIMIDOS RECUBIERTOS 25 mg,F-21979,PHARMA INVESTI DE CHILE S.A.
665,Trastornos mentales,RISPERIDONA,Risperdal,Johnson & Johnson,RISPYL COMPRIMIDOS RECUBIERTOS 2 mg,F-18839,AXON PHARMA SPA.
666,Trastornos mentales,RISPERIDONA,Risperdal,Johnson & Johnson,RISPYL COMPRIMIDOS RECUBIERTOS 1 mg,F-18894,AXON PHARMA SPA.
667,Trastornos mentales,RISPERIDONA,Risperdal,Johnson & Johnson,RISPYL COMPRIMIDOS RECUBIERTOS 3 mg,F-18840,AXON PHARMA SPA.
668,Trastornos mentales,RISPERIDONA,Risperdal,Johnson & Johnson,SPIRON COMPRIMIDOS RECUBIERTOS 2 mg,F-669,LABORATORIOS ANDRÓMACO S.A.
669,Trastornos mentales,RISPERIDONA,Risperdal,Johnson & Johnson,RISPERIDONA COMPRIMIDOS DE DISOLUCIÓN BUCAL 1 mg,F-20865,LABORATORIOS EUROMED CHILE S.A.
670,Trastornos mentales,RISPERIDONA,Risperdal,Johnson & Johnson,RISPOLUX COMPRIMIDOS RECUBIERTOS 4 mg,F-19907,NOVARTIS CHILE S.A.
671,Tratamiento de Acné,ISOTRETINOÍNA,Roaccutan,Roche,ORALNE CÁPSULAS BLANDAS 20 mg,F-19579,DEUTSCHE PHARMA S.A.
672,Tratamiento de Acné,ISOTRETINOÍNA,Roaccutan,Roche,ORALNE CÁPSULAS BLANDAS 5 mg (ISOTRETINOÍNA),F-21607,DEUTSCHE PHARMA S.A.
673,Tratamiento de Acné,ISOTRETINOÍNA,Roaccutan,Roche,ORALNE CÁPSULAS BLANDAS 10 mg,F-19577,DEUTSCHE PHARMA S.A.
674,Tratamiento de Acné,ISOTRETINOÍNA,Roaccutan,Roche,ISDIBEN 20 CÁPSULAS BLANDAS 20 mg,F-15492,ISDIN CHILE LTDA.
675,Tratamiento de Acné,ISOTRETINOÍNA,Roaccutan,Roche,ISDIBEN 10 CÁPSULAS BLANDAS 10 mg,F-15491,ISDIN CHILE LTDA.
676,Tratamiento de Acné,ISOTRETINOÍNA,Roaccutan,Roche,ISOCIP CÁPSULAS 30 mg,F-21906,LABORATORIOS ANDRÓMACO S.A.
677,Tratamiento de Acné,ISOTRETINOÍNA,Roaccutan,Roche,ISOCIP CÁPSULAS 10 mg,F-21905,LABORATORIOS ANDRÓMACO S.A.
678,Tratamiento de Alzheimer,DONEPECILO,Eranz,Laboratorios Wyeth,NEPOKARE COMPRIMIDOS RECUBIERTOS 10 mg,F-19402,ETEX FARMACÉUTICA LTDA.
679,Tratamiento de Alzheimer,DONEPECILO,Eranz,Laboratorios Wyeth,NEPOKARE COMPRIMIDOS RECUBIERTOS 5 mg,F-19401,ETEX FARMACÉUTICA LTDA.
680,Tratamiento de Alzheimer,DONEPECILO,Eranz,Laboratorios Wyeth,EVIMAL COMPRIMIDOS RECUBIERTOS 10 mg,F-12081,LABORATORIOS ANDRÓMACO S.A.
681,Tratamiento de Alzheimer,DONEPECILO,Eranz,Laboratorios Wyeth,DONEPECILO CLORHIDRATO COMPRIMIDOS RECUBIERTOS 5 mg,F-21078,LABORATORIOS EUROMED CHILE S.A.
682,Tratamiento de Alzheimer,DONEPECILO,Eranz,Laboratorios Wyeth,IDECLAR COMPRIMIDOS RECUBIERTOS 10 mg,F-19332,SYNTHON CHILE LTDA.
683,Tratamiento de Alzheimer,DONEPECILO,Eranz,Laboratorios Wyeth,IDECLAR COMPRIMIDOS RECUBIERTOS 5 mg,F-19331,SYNTHON CHILE LTDA.
684,Tratamiento de Alzheimer,GALANTAMINA,Reminyl ER,Janseen Cilag,GALANVITAE CÁPSULAS CON COMPRIMIDOS DE LIBERACIÓN PROLONGADA 8 mg (GALANTAMINA),F-21365,GALENICUM HEALTH CHILE S.p.A.
685,Tratamiento de Alzheimer,GALANTAMINA,Reminyl ER,Janseen Cilag,GALANVITAE CÁPSULAS CON COMPRIMIDOS DE LIBERACIÓN PROLONGADA 16 mg,F-21366,GALENICUM HEALTH CHILE S.p.A.
686,Tratamiento de Alzheimer,MEMANTINA,Ebixa,Lundbeck,MEMIKARE COMPRIMIDOS RECUBIERTOS 10 mg,F-18186,ETEX FARMACÉUTICA LTDA.
687,Tratamiento de Alzheimer,MEMANTINA,Ebixa,Lundbeck,MEMANVITAE COMPRIMIDOS RECUBIERTOS 10 mg,F-21467,GALENICUM HEALTH CHILE S.p.A.
688,Tratamiento de Alzheimer,MEMANTINA,Ebixa,Lundbeck,MEMANTINA CLORHIDRATO COMPRIMIDOS RECUBIERTOS 10 mg,F-21511,LABORATORIOS RAFFO S.A.
689,Tratamiento de Alzheimer,MEMANTINA,Ebixa,Lundbeck,MENTIUM COMPRIMIDOS RECUBIERTOS 10 mg,F-20156,SYNTHON CHILE LTDA.
690,Tratamiento de Alzheimer,MEMANTINA,Ebixa,Lundbeck,MENTIUM COMPRIMIDOS RECUBIERTOS 20 mg,F-20157,SYNTHON CHILE LTDA.
691,Tratamiento de Alzheimer,MEMANTINA,Ebixa,Lundbeck,MENTIUM COMPRIMIDOS RECUBIERTOS 10 mg,F-21148,SYNTHON CHILE LTDA.
692,Tratamiento de Alzheimer,MEMANTINA,Ebixa,Lundbeck,MENTIUM COMPRIMIDOS RECUBIERTOS 20 mg,F-21149,SYNTHON CHILE LTDA.
693,Tratamiento de Artritis y lupus,HIDROXICLOROQUINA,Plaquinol,Sanofi-Aventis,REUMAZINE COMPRIMIDOS RECUBIERTOS 200 mg,F-18705,INSTITUTO SANITAS S.A.
694,Tratamiento de Artritis y lupus,HIDROXICLOROQUINA,Plaquinol,Sanofi-Aventis,HIDROXICLOROQUINA SULFATO COMPRIMIDOS RECUBIERTOS 200 mg,F-17335,PHARMAMERICA LTDA.
695,Tratamiento de Diabetes Mellitus,GLIBENCLAMIDA,Daonil,Sanofi-Aventis,GLIBENCLAMIDA COMPRIMIDOS 5 mg,F-3947,LABORATORIO CHILE S.A.
696,Tratamiento de Diabetes Mellitus,GLIBENCLAMIDA,Daonil,Sanofi-Aventis,GLIBENCLAMIDA COMPRIMIDOS 5 mg,F-9896,MINTLAB CO. S.A.
697,Tratamiento de Diabetes Mellitus,METFORMINA CLORHIDRATO, 1.- Glucophage 2.- Glafornil , 1.- Roche 2.- Merck ,METFORMINA CLORHIDRATO COMPRIMIDOS RECUBIERTOS 850 mg,F-20937,ARAMA NATURAL PRODUCTS DISTRIBUIDORA LTDA.
698,Tratamiento de Diabetes Mellitus,METFORMINA CLORHIDRATO, 1.- Glucophage 2.- Glafornil , 1.- Roche 2.- Merck ,METFORMINA CLORHIDRATO COMPRIMIDOS RECUBIERTOS 850 mg,F-20110,ASCEND LABORATORIES SpA
699,Tratamiento de Diabetes Mellitus,METFORMINA CLORHIDRATO, 1.- Glucophage 2.- Glafornil , 1.- Roche 2.- Merck ,METFORMINA CLORHIDRATO COMPRIMIDOS RECUBIERTOS 850 mg,F-21614,ASCEND LABORATORIES SpA
700,Tratamiento de Diabetes Mellitus,METFORMINA CLORHIDRATO, 1.- Glucophage 2.- Glafornil , 1.- Roche 2.- Merck ,ANDIBET COMPRIMIDOS RECUBIERTOS 850 mg,F-12065,CHEMOPHARMA S.A.
701,Tratamiento de Diabetes Mellitus,METFORMINA CLORHIDRATO, 1.- Glucophage 2.- Glafornil , 1.- Roche 2.- Merck ,ANDIBET COMPRIMIDOS RECUBIERTOS 500 mg,F-20476,CHEMOPHARMA S.A.
702,Tratamiento de Diabetes Mellitus,METFORMINA CLORHIDRATO, 1.- Glucophage 2.- Glafornil , 1.- Roche 2.- Merck ,OXEMET COMPRIMIDOS RECUBIERTOS 500 mg,F-15992,GLAXOSMITHKLINE CHILE FARMACÉUTICA LTDA.
703,Tratamiento de Diabetes Mellitus,METFORMINA CLORHIDRATO, 1.- Glucophage 2.- Glafornil , 1.- Roche 2.- Merck ,OXEMET COMPRIMIDOS RECUBIERTOS 850 mg,F-15990,GLAXOSMITHKLINE CHILE FARMACÉUTICA LTDA.
704,Tratamiento de Diabetes Mellitus,METFORMINA CLORHIDRATO, 1.- Glucophage 2.- Glafornil , 1.- Roche 2.- Merck ,OXEMET COMPRIMIDOS RECUBIERTOS 850 mg,F-20074,GLAXOSMITHKLINE CHILE FARMACÉUTICA LTDA.
705,Tratamiento de Diabetes Mellitus,METFORMINA CLORHIDRATO, 1.- Glucophage 2.- Glafornil , 1.- Roche 2.- Merck ,OXEMET COMPRIMIDOS RECUBIERTOS 500 mg,F-20075,GLAXOSMITHKLINE CHILE FARMACÉUTICA LTDA.
706,Tratamiento de Diabetes Mellitus,METFORMINA CLORHIDRATO, 1.- Glucophage 2.- Glafornil , 1.- Roche 2.- Merck ,OXEMET COMPRIMIDOS RECUBIERTOS 1000 mg,F-19860,GLAXOSMITHKLINE CHILE FARMACÉUTICA LTDA.
707,Tratamiento de Diabetes Mellitus,METFORMINA CLORHIDRATO, 1.- Glucophage 2.- Glafornil , 1.- Roche 2.- Merck ,OXEMET COMPRIMIDOS RECUBIERTOS 1000 mg,F-15991,GLAXOSMITHKLINE CHILE FARMACÉUTICA LTDA.
708,Tratamiento de Diabetes Mellitus,METFORMINA CLORHIDRATO, 1.- Glucophage 2.- Glafornil , 1.- Roche 2.- Merck , METFORMINA CLORHIDRATO COMPRIMIDOS RECUBIERTOS 850 mg ,F-12064,INSTITUTO SANITAS S.A.
709,Tratamiento de Diabetes Mellitus,METFORMINA CLORHIDRATO, 1.- Glucophage 2.- Glafornil , 1.- Roche 2.- Merck , METFORMINA CLORHIDRATO COMPRIMIDOS RECUBIERTOS 500 mg ,F-21139,INSTITUTO SANITAS S.A.
710,Tratamiento de Diabetes Mellitus,METFORMINA CLORHIDRATO, 1.- Glucophage 2.- Glafornil , 1.- Roche 2.- Merck , METFORMINA CLORHIDRATO COMPRIMIDOS RECUBIERTOS 1000 mg ,F-21637,INSTITUTO SANITAS S.A.
711,Tratamiento de Diabetes Mellitus,METFORMINA CLORHIDRATO, 1.- Glucophage 2.- Glafornil , 1.- Roche 2.- Merck ,GLICENEX COMPRIMIDOS RECUBIERTOS 500 mg,F-15406,LABORATORIO BAGÓ DE CHILE S.A.
712,Tratamiento de Diabetes Mellitus,METFORMINA CLORHIDRATO, 1.- Glucophage 2.- Glafornil , 1.- Roche 2.- Merck ,GLICENEX COMPRIMIDOS RECUBIERTOS 850 mg,F-14047,LABORATORIO BAGÓ DE CHILE S.A.
713,Tratamiento de Diabetes Mellitus,METFORMINA CLORHIDRATO, 1.- Glucophage 2.- Glafornil , 1.- Roche 2.- Merck ,HIPOGLUCIN COMPRIMIDOS RECUBIERTOS 850 mg,F-8438,LABORATORIO CHILE S.A.
714,Tratamiento de Diabetes Mellitus,METFORMINA CLORHIDRATO, 1.- Glucophage 2.- Glafornil , 1.- Roche 2.- Merck ,METFORMINA CLORHIDRATO COMPRIMIDOS 850 mg,F-14634,LABORATORIO CHILE S.A.
715,Tratamiento de Diabetes Mellitus,METFORMINA CLORHIDRATO, 1.- Glucophage 2.- Glafornil , 1.- Roche 2.- Merck ,FINTAXIM COMPRIMIDOS RECUBIERTOS 850 mg,F-9741,LABORATORIO MAVER S.A.
716,Tratamiento de Diabetes Mellitus,METFORMINA CLORHIDRATO, 1.- Glucophage 2.- Glafornil , 1.- Roche 2.- Merck ,GLAUPAX 500 COMPRIMIDOS RECUBIERTOS 500 mg,F-16926,LABORATORIO PASTEUR S.A.
717,Tratamiento de Diabetes Mellitus,METFORMINA CLORHIDRATO, 1.- Glucophage 2.- Glafornil , 1.- Roche 2.- Merck ,GLAUPAX 850 COMPRIMIDOS RECUBIERTOS 850 mg,F-16925,LABORATORIO PASTEUR S.A.
718,Tratamiento de Diabetes Mellitus,METFORMINA CLORHIDRATO, 1.- Glucophage 2.- Glafornil , 1.- Roche 2.- Merck , METFORMINA CLORHIDRATO COMPRIMIDOS RECUBIERTOS 850 mg ,F-17314,LABORATORIOS EUROMED CHILE S.A.
719,Tratamiento de Diabetes Mellitus,METFORMINA CLORHIDRATO, 1.- Glucophage 2.- Glafornil , 1.- Roche 2.- Merck , METFORMINA CLORHIDRATO COMPRIMIDOS RECUBIERTOS 850 mg ,F-19734,LABORATORIOS ANDRÓMACO S.A.
720,Tratamiento de Diabetes Mellitus,METFORMINA CLORHIDRATO, 1.- Glucophage 2.- Glafornil , 1.- Roche 2.- Merck ,GLIFORTEX COMPRIMIDOS RECUBIERTOS 850 mg,F-18502,LABORATORIOS ANDRÓMACO S.A.
721,Tratamiento de Diabetes Mellitus,METFORMINA CLORHIDRATO, 1.- Glucophage 2.- Glafornil , 1.- Roche 2.- Merck ,METFORMINA COMPRIMIDOS RECUBIERTOS 850 mg,F-15237,LABORATORIOS ANDRÓMACO S.A.
722,Tratamiento de Diabetes Mellitus,METFORMINA CLORHIDRATO, 1.- Glucophage 2.- Glafornil , 1.- Roche 2.- Merck ,GLIFORTEX COMPRIMIDOS RECUBIERTOS 850 mg,F-7151,LABORATORIOS ANDRÓMACO S.A.
723,Tratamiento de Diabetes Mellitus,METFORMINA CLORHIDRATO, 1.- Glucophage 2.- Glafornil , 1.- Roche 2.- Merck ,GLIDANIL COMPRIMIDOS RECUBIERTOS 850 mg,F-19751,MEDIPHARM LTDA.
724,Tratamiento de Diabetes Mellitus,METFORMINA CLORHIDRATO, 1.- Glucophage 2.- Glafornil , 1.- Roche 2.- Merck ,GLIDANIL COMPRIMIDOS RECUBIERTOS 850 mg,F-19831,MEDIPHARM LTDA.
725,Tratamiento de Diabetes Mellitus,METFORMINA CLORHIDRATO, 1.- Glucophage 2.- Glafornil , 1.- Roche 2.- Merck ,GLIDANIL COMPRIMIDOS RECUBIERTOS 500 mg,F-20507,MEDIPHARM LTDA.
726,Tratamiento de Diabetes Mellitus,METFORMINA CLORHIDRATO, 1.- Glucophage 2.- Glafornil , 1.- Roche 2.- Merck , TAVIST XR COMPRIMIDOS DE LIBERACIÓN PROLONGADA 500 mg. ,F-20346,MINTLAB CO. S.A.
727,Tratamiento de Diabetes Mellitus,METFORMINA CLORHIDRATO, 1.- Glucophage 2.- Glafornil , 1.- Roche 2.- Merck ,METFORMINA CLORHIDRATO COMPRIMIDOS 850 mg,F-18634,MINTLAB CO. S.A.
728,Tratamiento de Diabetes Mellitus,METFORMINA CLORHIDRATO, 1.- Glucophage 2.- Glafornil , 1.- Roche 2.- Merck , METFORMINA CLORHIDRATO COMPRIMIDOS RECUBIERTOS 850 mg ,F-15133,OPKO CHILE S.A.
