,,"      Listado de productos Bioequivalentes, actualizado al 31 de Enero de 2016                ",,,,,
582,Diabetes Mellitus,METFORMINA CLORHIDRATO,1.- Glucophage                       2.- Glafornil,1.- Roche                                    2.- Merck ,METFORMINA CLORHIDRATO COMPRIMIDOS RECUBIERTOS 850 mg,F-17314,LABORATORIOS  EUROMED CHILE S.A.
583,Diabetes Mellitus,METFORMINA CLORHIDRATO,1.- Glucophage                       2.- Glafornil,1.- Roche                                    2.- Merck ,METFORMINA CLORHIDRATO COMPRIMIDOS RECUBIERTOS 850 mg,F-19734,LABORATORIOS ANDRÓMACO S.A.
584,Diabetes Mellitus,METFORMINA CLORHIDRATO,1.- Glucophage                       2.- Glafornil,1.- Roche                                    2.- Merck ,GLIFORTEX COMPRIMIDOS RECUBIERTOS 850 mg,F-18502,LABORATORIOS ANDRÓMACO S.A.
585,Diabetes Mellitus,METFORMINA CLORHIDRATO,1.- Glucophage                       2.- Glafornil,1.- Roche                                    2.- Merck ,METFORMINA COMPRIMIDOS RECUBIERTOS 850 mg,F-15237,LABORATORIOS ANDRÓMACO S.A.
586,Diabetes Mellitus,METFORMINA CLORHIDRATO,1.- Glucophage                       2.- Glafornil,1.- Roche                                    2.- Merck ,GLIFORTEX COMPRIMIDOS RECUBIERTOS 850 mg,F-7151,LABORATORIOS ANDRÓMACO S.A.
587,Diabetes Mellitus,METFORMINA CLORHIDRATO,1.- Glucophage                       2.- Glafornil,1.- Roche                                    2.- Merck ,GLIDANIL COMPRIMIDOS RECUBIERTOS 850 mg,F-19751,MEDIPHARM LTDA.
588,Diabetes Mellitus,METFORMINA CLORHIDRATO,1.- Glucophage                       2.- Glafornil,1.- Roche                                    2.- Merck ,GLIDANIL COMPRIMIDOS RECUBIERTOS 850 mg,F-19831,MEDIPHARM LTDA.
589,Diabetes Mellitus,METFORMINA CLORHIDRATO,1.- Glucophage                       2.- Glafornil,1.- Roche                                    2.- Merck ,GLIDANIL COMPRIMIDOS RECUBIERTOS 500 mg,F-20507,MEDIPHARM LTDA.
590,Diabetes Mellitus,METFORMINA CLORHIDRATO,1.- Glucophage                       2.- Glafornil,1.- Roche                                    2.- Merck ,TAVIST  XR  COMPRIMIDOS DE LIBERACIÓN PROLONGADA 500 mg.,F-20346,MINTLAB  CO. S.A.
591,Diabetes Mellitus,METFORMINA CLORHIDRATO,1.- Glucophage                       2.- Glafornil,1.- Roche                                    2.- Merck ,METFORMINA CLORHIDRATO COMPRIMIDOS 850 mg,F-18634,MINTLAB  CO. S.A.
592,Diabetes Mellitus,METFORMINA CLORHIDRATO,1.- Glucophage                       2.- Glafornil,1.- Roche                                    2.- Merck ,METFORMINA CLORHIDRATO COMPRIMIDOS RECUBIERTOS 850 mg,F-15133,OPKO CHILE S.A.
593,Diabetes Mellitus,METFORMINA CLORHIDRATO,1.- Glucophage                       2.- Glafornil,1.- Roche                                    2.- Merck ,METFORMINA CLORHIDRATO COMPRIMIDOS RECUBIERTOS 850 mg,F-21588,OPKO CHILE S.A.
594,Disfunción Eréctil,SILDENAFIL,Viagra,Pfizer ,SEGUREX 100 COMPRIMIDOS RECUBIERTOS 100 mg,F-18831, GADOR LTDA.
595,Disfunción Eréctil,SILDENAFIL,Viagra,Pfizer ,SELERUP 100 COMPRIMIDOS RECUBIERTOS 100 mg,F-19106, GADOR LTDA.
596,Disfunción Eréctil,SILDENAFIL,Viagra,Pfizer ,PLUSEFEC COMPRIMIDOS RECUBIERTOS 50 mg,F-9433,CHEMOPHARMA  S.A.
597,Disfunción Eréctil,SILDENAFIL,Viagra,Pfizer ,PLUSEFEC COMPRIMIDOS RECUBIERTOS 100 mg,F-9434,CHEMOPHARMA S.A.
598,Disfunción Eréctil,SILDENAFIL,Viagra,Pfizer ,SELERUP 50 COMPRIMIDOS RECUBIERTOS 50 mg,F-7668,GADOR LTDA.
599,Disfunción Eréctil,SILDENAFIL,Viagra,Pfizer ,SEGUREX 50 COMPRIMIDOS RECUBIERTOS 50 mg,F-18830,GADOR LTDA.
600,Disfunción Eréctil,SILDENAFIL,Viagra,Pfizer ,SILDENAFILO COMPRIMIDOS RECUBIERTOS 100 mg,F-21296,GALENICUM HEALTH CHILE S.p.A.
601,Disfunción Eréctil,SILDENAFIL,Viagra,Pfizer ,SILDENAFILO COMPRIMIDOS RECUBIERTOS 50 mg,F-21311,GALENICUM HEALTH CHILE S.p.A.
602,Disfunción Eréctil,SILDENAFIL,Viagra,Pfizer ,ALFIN COMPRIMIDOS RECUBIERTOS 50 mg,F-9430,INSTITUTO SANITAS S.A.
603,Disfunción Eréctil,SILDENAFIL,Viagra,Pfizer ,ALFIN COMPRIMIDOS RECUBIERTOS 100 mg,F-9431,INSTITUTO SANITAS S.A.
604,Disfunción Eréctil,SILDENAFIL,Viagra,Pfizer ,DISILDEN  COMPRIMIDOS RECUBIERTOS 100 mg,F-17848,INTERPHARMA S.A.
605,Disfunción Eréctil,SILDENAFIL,Viagra,Pfizer ,DISILDEN  COMPRIMIDOS RECUBIERTOS 50 mg,F-17847,INTERPHARMA S.A.
606,Disfunción Eréctil,SILDENAFIL,Viagra,Pfizer ,RIPOL COMPRIMIDOS RECUBIERTOS 50 mg,F-11957,LABORATORIO CHILE S.A.
607,Disfunción Eréctil,SILDENAFIL,Viagra,Pfizer ,SILDENAFILO COMPRIMIDOS RECUBIERTOS 50 mg,F-11960,LABORATORIO CHILE S.A.
608,Disfunción Eréctil,SILDENAFIL,Viagra,Pfizer ,VIGOREX  COMPRIMIDOS RECUBIERTOS 100 mg,F-19963,LABORATORIOS EUROMED CHILE S.A.
609,Disfunción Eréctil,SILDENAFIL,Viagra,Pfizer ,LIFTER COMPRIMIDOS RECUBIERTOS 50 mg,F-1893,LABORATORIOS SAVAL S.A.
610,Disfunción Eréctil,SILDENAFIL,Viagra,Pfizer ,LIFTER COMPRIMIDOS RECUBIERTOS 100 mg,F-7020,LABORATORIOS SAVAL S.A.
611,Disfunción Eréctil,SILDENAFIL,Viagra,Pfizer ,DIRTOP COMPRIMIDOS RECUBIERTOS 50 mg,F-19498,MEDIPHARM LTDA.
612,Disfunción Eréctil,SILDENAFIL,Viagra,Pfizer ,ZILFIC COMPRIMIDOS RECUBIERTOS 100 mg,F-13810,MINTLAB  CO. S.A.
613,Disfunción Eréctil,SILDENAFIL,Viagra,Pfizer ,SILDENAFIL COMPRIMIDOS RECUBIERTOS 100 mg,F-13809,MINTLAB  CO. S.A.
614,Disfunción Eréctil,SILDENAFIL,Viagra,Pfizer ,ZILFIC COMPRIMIDOS RECUBIERTOS 50 mg,F-13716,MINTLAB Co. S.A.
615,Disfunción Eréctil,SILDENAFIL,Viagra,Pfizer ,SILDENAFILO COMPRIMIDOS RECUBIERTOS 50 mg,F-13715,MINTLAB Co. S.A.
616,Disfunción Eréctil,SILDENAFIL,Viagra,Pfizer ,ENHORA COMPRIMIDOS RECUBIERTOS 100 mg,F-19893,OPKO CHILE S.A.
617,Disfunción Eréctil,SILDENAFIL,Viagra,Pfizer ,ENHORA COMPRIMIDOS RECUBIERTOS 50 mg,F-19894,OPKO CHILE S.A.
618,Disfunción Eréctil,SILDENAFIL,Viagra,Pfizer ,VITALFIL COMPRIMIDOS RECUBIERTOS 50 mg,F-19892,OPKO CHILE S.A.
619,Disfunción Eréctil,SILDENAFIL,Viagra,Pfizer ,VITALFIL COMPRIMIDOS RECUBIERTOS 100 mg,F-19891,OPKO CHILE S.A.
620,Disfunción Eréctil,SILDENAFIL,Viagra,Pfizer ,SILDENAFILO COMPRIMIDOS RECUBIERTOS 50 mg,F-21867,OPKO CHILE S.A.
621,Disfunción Eréctil,SILDENAFIL,Viagra,Pfizer ,NOVALIF COMPRIMIDOS RECUBIERTOS 50 mg,F-20877,PHARMAVITA S.A.
622,Disfunción Eréctil,SILDENAFIL,Viagra,Pfizer ,NOVALIF COMPRIMIDOS RECUBIERTOS 100 mg,F-20878,PHARMAVITA S.A.
623,Disfunción Eréctil,SILDENAFIL,Viagra,Pfizer ,SILDENAFILO COMPRIMIDOS RECUBIERTOS 100 mg,F-20550,SANOFI-AVENTIS DE CHILE S.A.
624,Disfunción Eréctil,SILDENAFIL,Viagra,Pfizer ,SILDENAFILO COMPRIMIDOS RECUBIERTOS 50 mg,F-20551,SANOFI-AVENTIS DE CHILE S.A.
625,Disfunción Eréctil,SILDENAFIL,Viagra,Pfizer ,SIAFIL COMPRIMIDOS RECUBIERTOS 100 mg,F-13445,SYNTHON  CHILE LTDA.
626,Disfunción Eréctil,TADALAFILO,Cialis,Eli Lilly ,TADALAFILO COMPRIMIDOS RECUBIERTOS 20 mg,F-22182,LABORATORIOS EUROMED CHILE S.A.
627,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer ,ORVAKARE COMPRIMIDOS RECUBIERTOS 40 mg,F-19731,ETEX FARMACÉUTICA LTDA.
628,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer ,ORVAKARE COMPRIMIDOS RECUBIERTOS 10 mg,F-20629,ETEX FARMACÉUTICA LTDA.
629,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer ,ORVAKARE COMPRIMIDOS RECUBIERTOS 20 mg,F-20630,ETEX FARMACÉUTICA LTDA.
630,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer ,LOWDEN COMPRIMIDOS RECUBIERTOS 40 mg,F-13954,EUROLAB LTDA.
631,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer ,LOWDEN COMPRIMIDOS RECUBIERTOS 10 mg,F-2231,EUROLAB LTDA.
632,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer ,LOWDEN COMPRIMIDOS RECUBIERTOS 20 mg,F-2232,EUROLAB LTDA.
633,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer ,LIPOX COMPRIMIDOS RECUBIERTOS 80 mg,F-19642,LABORATORIO CHILE S.A.
634,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer ,LIPOX COMPRIMIDOS RECUBIERTOS 10 mg,F-19639,LABORATORIO CHILE S.A.
635,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer ,ATORVASTATINA COMPRIMIDOS RECUBIERTOS 10 mg,F-19646,LABORATORIO CHILE S.A.
636,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer ,LIPOX COMPRIMIDOS RECUBIERTOS 20 mg,F-19640,LABORATORIO CHILE S.A.
637,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer ,LIPOX COMPRIMIDOS RECUBIERTOS 40 mg,F-19641,LABORATORIO CHILE S.A.
638,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer ,ATORVASTATINA COMPRIMIDOS RECUBIERTOS 80 mg,F-19645,LABORATORIO CHILE S.A.
639,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer ,ATORVASTATINA COMPRIMIDOS RECUBIERTOS 40 mg,F-19644,LABORATORIO CHILE S.A.
640,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer ,ATORVASTATINA COMPRIMIDOS RECUBIERTOS 20 mg,F-19643,LABORATORIO CHILE S.A.
641,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer ,HIPOLIXAN COMPRIMIDOS RECUBIERTOS 20 mg,F-9839,LABORATORIO PASTEUR S.A.
642,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer ,HIPOLIXAN COMPRIMIDOS RECUBIERTOS 10 mg,F-3447,LABORATORIO PASTEUR S.A.
643,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer ,ATORVASTATINA COMPRIMIDOS RECUBIERTOS 10 mg,F-12238,LABORATORIO PASTEUR S.A.
644,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer ,HIPOLIXAN COMPRIMIDOS RECUBIERTOS 40 mg,F-13978,LABORATORIO PASTEUR S.A.
645,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer ,ATORVASTATINA  COMPRIMIDOS RECUBIERTOS 80 mg,F-21002,LABORATORIOS EUROMED CHILE S.A.
646,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer ,ATORVASTATINA  COMPRIMIDOS  RECUBIERTOS 10 mg,F-21001,LABORATORIOS EUROMED CHILE S.A.
647,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer ,ATORVASTATINA COMPRIMIDOS RECUBIERTOS 20 mg,F-21226,LABORATORIOS EUROMED CHILE S.A.
648,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer ,ATORVASTATINA COMPRIMIDOS RECUBIERTOS 40 mg,F-21227,LABORATORIOS EUROMED CHILE S.A.
649,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer ,LIPOTROPIC COMPRIMIDOS RECUBIERTOS 20 mg,F-1724,LABORATORIOS LAFI LTDA.
650,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer ,LIPOTROPIC COMPRIMIDOS RECUBIERTOS 40 mg,F-12937,LABORATORIOS LAFI LTDA.
651,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer ,ATENFAR COMPRIMIDOS RECUBIERTOS 20 mg,F-20737,MEDIPHARM LTDA.
652,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer ,LINAROL COMPRIMIDOS RECUBIERTOS 20 mg,F-14846,MINTLAB  CO. S.A.
653,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer ,ATORVASTATINA COMPRIMIDOS RECUBIERTOS 20 mg,F-14546,MINTLAB  CO. S.A.
654,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer ,LINAROL COMPRIMIDOS RECUBIERTOS 10 mg,F-14847,MINTLAB  CO. S.A.
655,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer ,ATORVASTATINA COMPRIMIDOS RECUBIERTOS 10 mg,F-14545,MINTLAB  CO. S.A.
656,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer ,ATORVASTATINA COMPRIMIDOS RECUBIERTOS 20 mg,F-18552,OPKO CHILE S.A.
657,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer ,ATORVASTATINA COMPRIMIDOS RECUBIERTOS 10 mg ,F-18459,OPKO CHILE S.A.
658,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer ,LIPOTEN COMPRIMIDOS RECUBIERTOS 80 mg,F-20489,PHARMAVITA S.A.
659,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer ,LIPOTEN COMPRIMIDOS RECUBIERTOS 40 mg,F-20490,PHARMAVITA S.A.
660,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer ,LIPOTEN COMPRIMIDOS RECUBIERTOS 20 mg,F-20491,PHARMAVITA S.A.
661,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer ,LIPOTEN COMPRIMIDOS RECUBIERTOS 10 mg,F-20492,PHARMAVITA S.A.
662,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer ,ZARATOR COMPRIMIDOS RECUBIERTOS 10 mg,F-86,ROERIG S.A.
663,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer ,ZARATOR COMPRIMIDOS RECUBIERTOS 20 mg,F-87,ROERIG S.A.
664,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer ,VOLUNTA COMPRIMIDOS RECUBIERTOS 10 mg (ATORVASTATINA),F-21118,SANOFI-AVENTIS DE CHILE S.A.
665,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer ,VOLUNTA COMPRIMIDOS RECUBIERTOS 20 mg (ATORVASTATINA),F-21119,SANOFI-AVENTIS DE CHILE S.A.
666,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer ,VOLUNTA COMPRIMIDOS RECUBIERTOS 40 mg (ATORVASTATINA),F-21120,SANOFI-AVENTIS DE CHILE S.A.
667,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer ,VOLUNTA COMPRIMIDOS RECUBIERTOS 80 mg (ATORVASTATINA),F-21121,SANOFI-AVENTIS DE CHILE S.A.
668,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer ,ATORVASTATINA COMPRIMIDOS RECUBIERTOS 10 mg,F-22096,SYNTHON  CHILE LTDA.
669,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer ,ATORVASTATINA COMPRIMIDOS RECUBIERTOS 20 mg,F-22049,SYNTHON CHILE LTDA.
670,Disminución del colesterol,ROSUVASTATINA,Crestor,Astrazeneca ,ROSUVITAE COMPRIMIDOS RECUBIERTOS 10 mg,F-22272,GALENICUM HEALTH CHILE S.p.A.
671,Disminución del colesterol,ROSUVASTATINA,Crestor,Astrazeneca ,ROSUVITAE COMPRIMIDOS RECUBIERTOS 20 mg,F-22276,GALENICUM HEALTH CHILE S.p.A.
672,Disminución del colesterol,ROSUVASTATINA,Crestor,Astrazeneca ,ROSAT-20 COMPRIMIDOS RECUBIERTOS 20 mg,F-21132,LABORATORIO PASTEUR S.A.
673,Disminución del colesterol,ROSUVASTATINA,Crestor,Astrazeneca ,ROSUGRAS COMPRIMIDOS RECUBIERTOS 20 mg,F-22190,LABORATORIOS RAFFO S.A.
674,Disminución del colesterol,ROSUVASTATINA,Crestor,Astrazeneca ,ROSUGRAS COMPRIMIDOS RECUBIERTOS 10 mg,F-22189,LABORATORIOS RAFFO S.A.
675,Disminución del colesterol,ROSUVASTATINA,Crestor,Astrazeneca ,MEXIS COMPRIMIDOS RECUBIERTOS 20 mg,F-20166,MINTLAB Co. S.A.
676,Disminución del colesterol,ROSUVASTATINA,Crestor,Astrazeneca ,MEXIS COMPRIMIDOS RECUBIERTOS 10 mg,F-20165,MINTLAB Co. S.A.
677,Disminución del colesterol,ROSUVASTATINA,Crestor,Astrazeneca ,ROSIMOL COMPRIMIDOS RECUBIERTOS 10 mg,F-18758,NOVARTIS CHILE S.A.
678,Disminución del colesterol,ROSUVASTATINA,Crestor,Astrazeneca ,ROSIMOL COMPRIMIDOS RECUBIERTOS 20 mg,F-19116,NOVARTIS CHILE S.A.
679,Disminución del colesterol,ROSUVASTATINA,Crestor,Astrazeneca ,MODERATUS COMPRIMIDOS RECUBIERTOS 10 mg,F-20479,SANOFI-AVENTIS DE CHILE S.A.
680,Disminución del colesterol,ROSUVASTATINA,Crestor,Astrazeneca ,MODERATUS  COMPRIMIDOS  RECUBIERTOS 20 mg,F-20480,SANOFI-AVENTIS DE CHILE S.A.
681,Disminución del colesterol,ROSUVASTATINA,Crestor,Astrazeneca ,MODERATUS COMPRIMIDOS RECUBIERTOS 20 mg,F-20663,SANOFI-AVENTIS DE CHILE S.A.
682,Disminución del colesterol,ROSUVASTATINA,Crestor,Astrazeneca ,MODERATUS COMPRIMIDOS RECUBIERTOS 10 mg,F-20706,SANOFI-AVENTIS DE CHILE S.A.
683,Disminución del colesterol,ROSUVASTATINA,Crestor,Astrazeneca ,ROSUVASTATINA COMPRIMIDOS RECUBIERTOS 10 mg,F-22395,SEVEN PHARMA CHILE S.p.A.
684,Disminución del lípidos,GEMFIBROZILO,Lopid,Pfizer ,GEMFIBROZILO COMPRIMIDOS 600 mg,F-15121,LABORATORIO PASTEUR S.A.
685,Diurético,ESPIRONOLACTONA,Aldactone,Pfizer ,ESPIRONOLACTONA COMPRIMIDOS 25 mg,F-6546,LABORATORIOS ANDRÓMACO S.A.
686,Diurético,ESPIRONOLACTONA,Aldactone,Pfizer ,ESPIRONOLACTONA COMPRIMIDOS 25 mg,F-15162,MINTLAB Co. S.A.
687,Diurético,FUROSEMIDA,Lasix,Sanofi-Aventis ,FUROSEMIDA COMPRIMIDOS 40 mg,F-2274,LABORATORIO CHILE S.A.
688,Diurético,FUROSEMIDA,Lasix,Sanofi-Aventis ,FUROSEMIDA COMPRIMIDOS 40 mg,F-11274,LABORATORIOS ANDRÓMACO S.A.
689,Diurético,HIDROCLOROTIAZIDA,Hidroronol,ITF-Labomed,HIDROCLOROTIAZIDA COMPRIMIDOS 50 mg,F-1379,LABORATORIO CHILE S.A.
690,Diurético,HIDROCLOROTIAZIDA,Hidroronol,ITF-Labomed,HIDROCLOROTIAZIDA COMPRIMIDOS 50 mg,F-14622,LABORATORIO MAVER S.A.
691,Esquizofrenia,ARIPIPRAZOL,Abilify,Glaxosmithkline ,AZYMOL COMPRIMIDOS 10 mg,F-14664,LABORATORIOS RECALCINE S.A.
692,Esquizofrenia,ARIPIPRAZOL,Abilify,Glaxosmithkline ,AZYMOL COMPRIMIDOS 15 mg,F-14665,LABORATORIOS RECALCINE S.A.
693,Esquizofrenia,ARIPIPRAZOL,Abilify,Glaxosmithkline ,AZYMOL COMPRIMIDOS 5 mg,F-18468,LABORATORIOS RECALCINE S.A.
694,Esquizofrenia,ARIPIPRAZOL,Abilify,Glaxosmithkline ,AZDIR  ODT COMPRIMIDOS BUCODISPERSABLES 15 mg,F-22287,SYNTHON CHILE LTDA.
695,Esquizofrenia,ARIPIPRAZOL,Abilify,Glaxosmithkline ,AZDIR  ODT COMPRIMIDOS BUCODISPERSABLES 10 mg,F-22421,SYNTHON CHILE LTDA.
696,Esquizofrenia,OLANZAPINA,Zyprexa,Eli Lilly ,ANZAP COMPRIMIDOS RECUBIERTOS 10 mg,F-20065,ASCEND LABORATORIES SpA
697,Esquizofrenia,OLANZAPINA,Zyprexa,Eli Lilly ,ANZAP COMPRIMIDOS RECUBIERTOS 5 mg,F-20066,ASCEND LABORATORIES SpA
698,Esquizofrenia,OLANZAPINA,Zyprexa,Eli Lilly ,OLANZYL COMPRIMIDOS RECUBIERTOS 10 mg,F-16439,AXON PHARMA SPA.
699,Esquizofrenia,OLANZAPINA,Zyprexa,Eli Lilly ,OLANZYL COMPRIMIDOS RECUBIERTOS 5 mg,F-16440,AXON PHARMA SPA.
700,Esquizofrenia,OLANZAPINA,Zyprexa,Eli Lilly ,OLANVITAE COMPRIMIDOS RECUBIERTOS 5 mg,F-21980,GALENICUM HEALTH CHILE S.p.A.
701,Esquizofrenia,OLANZAPINA,Zyprexa,Eli Lilly ,OLANVITAE COMPRIMIDOS RECUBIERTOS 10 mg,F-21985,GALENICUM HEALTH CHILE S.p.A.
702,Esquizofrenia,OLANZAPINA,Zyprexa,Eli Lilly ,OLEXAR COMPRIMIDOS RECUBIERTOS 10 mg,F-21638,INDOPHARMA S.A.
703,Esquizofrenia,OLANZAPINA,Zyprexa,Eli Lilly ,AMULSIN COMPRIMIDOS RECUBIERTOS 10 mg,F-11921,INSTITUTO SANITAS S.A.
704,Esquizofrenia,OLANZAPINA,Zyprexa,Eli Lilly ,AMULSIN COMPRIMIDOS RECUBIERTOS 5 mg,F-11923,INSTITUTO SANITAS S.A.
705,Esquizofrenia,OLANZAPINA,Zyprexa,Eli Lilly ,SINCRIS COMPRIMIDOS RECUBIERTOS 5 mg,F-22343,LABORATORIO CHILE S.A.
706,Esquizofrenia,OLANZAPINA,Zyprexa,Eli Lilly ,SINCRIS COMPRIMIDOS RECUBIERTOS 10 mg,F-22344,LABORATORIO CHILE S.A.
707,Esquizofrenia,OLANZAPINA,Zyprexa,Eli Lilly ,OLANZAPINA COMPRIMIDOS RECUBIERTOS  10 mg,F-20543,LABORATORIOS EUROMED CHILE S.A.
708,Esquizofrenia,OLANZAPINA,Zyprexa,Eli Lilly ,ZAP COMPRIMIDOS 10 mg,F-20549,LABORATORIOS EUROMED CHILE S.A.
709,Esquizofrenia,OLANZAPINA,Zyprexa,Eli Lilly ,PSITAB COMPRIMIDOS 5 mg,F-18498,SYNTHON  CHILE LTDA.
710,Esquizofrenia,OLANZAPINA,Zyprexa,Eli Lilly ,PSITAB  COMPRIMIDOS 10 mg,F-18499,SYNTHON  CHILE LTDA.
711,Estimulante sistema nervioso central,METILFENIDATO,Ritalin,Novartis ,ELEM COMPRIMIDOS 10 mg,F-7543,LABORATORIOS ANDRÓMACO S.A.
712,Estimulante sistema nervioso central,METILFENIDATO,Ritalin,Novartis ,RITALIN LA CÁPSULAS CON GRÁNULOS DE LIBERACION REPETIDA 10 mg,F-22153,NOVARTIS CHILE S.A.
713,Estimulante sistema nervioso central,METILFENIDATO,Ritalin,Novartis ,RITALIN  LA CÁPSULAS CON GRÁNULOS DE LIBERACIÓN REPETIDA 40 mg,F-22155,NOVARTIS CHILE S.A.
714,Estimulante sistema nervioso central,METILFENIDATO,Ritalin,Novartis ,RITALIN LA CÁPSULAS CON GRÁNULOS DE LIBERACIÓN REPETIDA 20 mg,F-22154,NOVARTIS CHILE S.A.
715,Estimulante sistema nervioso central,METILFENIDATO,Ritalin,Novartis ,RITALIN LA CÁPSULAS CON GRÁNULOS DE LIBERACIÓN REPETIDA 30 mg,F-22156,NOVARTIS CHILE S.A.
716,Estimulante sistema nervioso central,METILFENIDATO,Ritalin,Novartis ,RUBIFEN COMPRIMIDOS 10 mg,F-8290,PHARMAVITA S.A.
717,Estimulante sistema nervioso central,METILFENIDATO,Ritalin,Novartis ,RUBIFEN SR COMPRIMIDOS RECUBIERTOS DE LIBERACIÓN PROLONGADA 20 mg,F-14593,PHARMAVITA S.A.
718,Hepatitis C,RIBAVIRINA,Copegus,Roche ,MODERIBA COMPRIMIDOS RECUBIERTOS 200 mg,F-21978,ABBVIE PRODUCTOS FARMACÉUTICOS LTDA.
719,Hiperplasia Prostática Benigna (HPB),FINASTERIDA,Proscar,Merck Sharp & Dohme ,FINASTERIDA COMPRIMIDOS RECUBIERTOS 5 mg,F-21444,ASCEND LABORATORIES SpA
720,Hiperplasia Prostática Benigna (HPB),FINASTERIDA,Proscar,Merck Sharp & Dohme ,SANIPROSTOL COMPRIMIDOS RECUBIERTOS 5 mg,F-8952,INSTITUTO SANITAS S.A.
721,Hiperplasia Prostática Benigna (HPB),FINASTERIDA,Proscar,Merck Sharp & Dohme ,VASTUS COMPRIMIDOS RECUBIERTOS 5 mg,F-18932,TECNOFARMA S.A.
722,Hipertensión arterial,ATENOLOL,Betacar ,Sanofi-Aventis ,ATENOLOL COMPRIMIDOS 50 mg,F-15201,LABORATORIOS ANDRÓMACO S.A.
723,Hipertensión arterial,ATENOLOL,Betacar ,Sanofi-Aventis ,ATENOLOL COMPRIMIDOS 50 mg,F-9870,MINTLAB  CO. S.A.
724,Hipertensión arterial,ATENOLOL,Betacar ,Sanofi-Aventis ,ATENOLOL COMPRIMIDOS 100 mg,F-9869,MINTLAB  CO. S.A.
725,Hipertensión arterial,IRBESARTÁN,Aprovel,Sanofi-Aventis ,IRBESARTAN COMPRIMIDOS RECUBIERTOS 300 mg,F-22363,BLUEPHARMA CHILE S.P.A.
726,Hipertensión arterial,IRBESARTÁN,Aprovel,Sanofi-Aventis ,IRBESARTAN COMPRIMIDOS RECUBIERTOS 150 mg,F-22364,BLUEPHARMA CHILE S.P.A.
727,Hipertensión arterial,IRBESARTÁN,Aprovel,Sanofi-Aventis ,IRBEVITAE COMPRIMIDOS RECUBIERTOS 150 mg (IRBESARTAN),F-21513,GALENICUM HEALTH CHILE S.p.A.
728,Hipertensión arterial,IRBESARTÁN,Aprovel,Sanofi-Aventis ,IRBEVITAE COMPRIMIDOS RECUBIERTOS 300 mg (IRBESARTAN),F-21514,GALENICUM HEALTH CHILE S.p.A.
729,Hipertensión arterial,IRBESARTÁN,Aprovel,Sanofi-Aventis ,IRTANA COMPRIMIDOS 300 mg,F-22350,LABORATORIOS  EUROMED CHILE S.A.
730,Hipertensión arterial,IRBESARTÁN / HIDROCLOROTIAZIDA,Coaprovel,Sanofi-Aventis ,"IRTANA H 150/12,5 COMPRIMIDOS",F-20632,LABORATORIOS EUROMED CHILE S.A.
731,Hipertensión arterial,IRBESARTÁN / HIDROCLOROTIAZIDA,Coaprovel,Sanofi-Aventis ,"IRTANA H 300/12,5 COMPRIMIDOS",F-20631,LABORATORIOS EUROMED CHILE S.A.
