"Listado de productos Bioequivalentes, actualizado al 31 de Diciembre de 2015",,,,,,,
N°,Uso / Tratamiento,Principio Activo,Producto de referencia,Titular,Producto,Registro,Titular
587,Disfunción Eréctil,SILDENAFIL,Viagra,Pfizer,SILDENAFIL COMPRIMIDOS RECUBIERTOS 100 mg,F-13809,MINTLAB CO. S.A.
588,Disfunción Eréctil,SILDENAFIL,Viagra,Pfizer,ZILFIC COMPRIMIDOS RECUBIERTOS 50 mg,F-13716,MINTLAB Co. S.A.
589,Disfunción Eréctil,SILDENAFIL,Viagra,Pfizer,SILDENAFILO COMPRIMIDOS RECUBIERTOS 50 mg,F-13715,MINTLAB Co. S.A.
590,Disfunción Eréctil,SILDENAFIL,Viagra,Pfizer,ENHORA COMPRIMIDOS RECUBIERTOS 100 mg,F-19893,OPKO CHILE S.A.
591,Disfunción Eréctil,SILDENAFIL,Viagra,Pfizer,ENHORA COMPRIMIDOS RECUBIERTOS 50 mg,F-19894,OPKO CHILE S.A.
592,Disfunción Eréctil,SILDENAFIL,Viagra,Pfizer,VITALFIL COMPRIMIDOS RECUBIERTOS 50 mg,F-19892,OPKO CHILE S.A.
593,Disfunción Eréctil,SILDENAFIL,Viagra,Pfizer,VITALFIL COMPRIMIDOS RECUBIERTOS 100 mg,F-19891,OPKO CHILE S.A.
594,Disfunción Eréctil,SILDENAFIL,Viagra,Pfizer,SILDENAFILO COMPRIMIDOS RECUBIERTOS 50 mg,F-21867,OPKO CHILE S.A.
595,Disfunción Eréctil,SILDENAFIL,Viagra,Pfizer,NOVALIF COMPRIMIDOS RECUBIERTOS 50 mg,F-20877,PHARMAVITA S.A.
596,Disfunción Eréctil,SILDENAFIL,Viagra,Pfizer,NOVALIF COMPRIMIDOS RECUBIERTOS 100 mg,F-20878,PHARMAVITA S.A.
597,Disfunción Eréctil,SILDENAFIL,Viagra,Pfizer,SILDENAFILO COMPRIMIDOS RECUBIERTOS 100 mg,F-20550,SANOFI-AVENTIS DE CHILE S.A.
598,Disfunción Eréctil,SILDENAFIL,Viagra,Pfizer,SILDENAFILO COMPRIMIDOS RECUBIERTOS 50 mg,F-20551,SANOFI-AVENTIS DE CHILE S.A.
599,Disfunción Eréctil,SILDENAFIL,Viagra,Pfizer,SIAFIL COMPRIMIDOS RECUBIERTOS 100 mg,F-13445,SYNTHON CHILE LTDA.
600,Disfunción Eréctil,TADALAFILO,Cialis,Eli Lilly,TADALAFILO COMPRIMIDOS RECUBIERTOS 20 mg,F-22182,LABORATORIOS EUROMED CHILE S.A.
601,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,ORVAKARE COMPRIMIDOS RECUBIERTOS 40 mg,F-19731,ETEX FARMACÉUTICA LTDA.
602,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,ORVAKARE COMPRIMIDOS RECUBIERTOS 10 mg,F-20629,ETEX FARMACÉUTICA LTDA.
603,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,ORVAKARE COMPRIMIDOS RECUBIERTOS 20 mg,F-20630,ETEX FARMACÉUTICA LTDA.
604,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,LOWDEN COMPRIMIDOS RECUBIERTOS 40 mg,F-13954,EUROLAB LTDA.
605,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,LOWDEN COMPRIMIDOS RECUBIERTOS 10 mg,F-2231,EUROLAB LTDA.
606,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,LOWDEN COMPRIMIDOS RECUBIERTOS 20 mg,F-2232,EUROLAB LTDA.
607,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,LIPOX COMPRIMIDOS RECUBIERTOS 80 mg,F-19642,LABORATORIO CHILE S.A.
608,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,LIPOX COMPRIMIDOS RECUBIERTOS 10 mg,F-19639,LABORATORIO CHILE S.A.
609,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,ATORVASTATINA COMPRIMIDOS RECUBIERTOS 10 mg,F-19646,LABORATORIO CHILE S.A.
610,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,LIPOX COMPRIMIDOS RECUBIERTOS 20 mg,F-19640,LABORATORIO CHILE S.A.
611,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,LIPOX COMPRIMIDOS RECUBIERTOS 40 mg,F-19641,LABORATORIO CHILE S.A.
612,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,ATORVASTATINA COMPRIMIDOS RECUBIERTOS 80 mg,F-19645,LABORATORIO CHILE S.A.
613,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,ATORVASTATINA COMPRIMIDOS RECUBIERTOS 40 mg,F-19644,LABORATORIO CHILE S.A.
614,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,ATORVASTATINA COMPRIMIDOS RECUBIERTOS 20 mg,F-19643,LABORATORIO CHILE S.A.
615,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,HIPOLIXAN COMPRIMIDOS RECUBIERTOS 20 mg,F-9839,LABORATORIO PASTEUR S.A.
616,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,HIPOLIXAN COMPRIMIDOS RECUBIERTOS 10 mg,F-3447,LABORATORIO PASTEUR S.A.
617,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,ATORVASTATINA COMPRIMIDOS RECUBIERTOS 10 mg,F-12238,LABORATORIO PASTEUR S.A.
618,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,HIPOLIXAN COMPRIMIDOS RECUBIERTOS 40 mg,F-13978,LABORATORIO PASTEUR S.A.
619,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,ATORVASTATINA COMPRIMIDOS RECUBIERTOS 80 mg,F-21002,LABORATORIOS EUROMED CHILE S.A.
620,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,ATORVASTATINA COMPRIMIDOS RECUBIERTOS 10 mg,F-21001,LABORATORIOS EUROMED CHILE S.A.
621,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,ATORVASTATINA COMPRIMIDOS RECUBIERTOS 20 mg,F-21226,LABORATORIOS EUROMED CHILE S.A.
622,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,ATORVASTATINA COMPRIMIDOS RECUBIERTOS 40 mg,F-21227,LABORATORIOS EUROMED CHILE S.A.
623,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,LIPOTROPIC COMPRIMIDOS RECUBIERTOS 20 mg,F-1724,LABORATORIOS LAFI LTDA.
624,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,LIPOTROPIC COMPRIMIDOS RECUBIERTOS 40 mg,F-12937,LABORATORIOS LAFI LTDA.
625,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,ATENFAR COMPRIMIDOS RECUBIERTOS 20 mg,F-20737,MEDIPHARM LTDA.
626,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,LINAROL COMPRIMIDOS RECUBIERTOS 20 mg,F-14846,MINTLAB CO. S.A.
627,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,ATORVASTATINA COMPRIMIDOS RECUBIERTOS 20 mg,F-14546,MINTLAB CO. S.A.
628,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,LINAROL COMPRIMIDOS RECUBIERTOS 10 mg,F-14847,MINTLAB CO. S.A.
629,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,ATORVASTATINA COMPRIMIDOS RECUBIERTOS 10 mg,F-14545,MINTLAB CO. S.A.
630,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,ATORVASTATINA COMPRIMIDOS RECUBIERTOS 20 mg,F-18552,OPKO CHILE S.A.
631,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,ATORVASTATINA COMPRIMIDOS RECUBIERTOS 10 mg,F-18459,OPKO CHILE S.A.
632,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,LIPOTEN COMPRIMIDOS RECUBIERTOS 80 mg,F-20489,PHARMAVITA S.A.
633,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,LIPOTEN COMPRIMIDOS RECUBIERTOS 40 mg,F-20490,PHARMAVITA S.A.
634,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,LIPOTEN COMPRIMIDOS RECUBIERTOS 20 mg,F-20491,PHARMAVITA S.A.
635,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,LIPOTEN COMPRIMIDOS RECUBIERTOS 10 mg,F-20492,PHARMAVITA S.A.
636,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,ZARATOR COMPRIMIDOS RECUBIERTOS 10 mg,F-86,ROERIG S.A.
637,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,ZARATOR COMPRIMIDOS RECUBIERTOS 20 mg,F-87,ROERIG S.A.
638,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,VOLUNTA COMPRIMIDOS RECUBIERTOS 10 mg (ATORVASTATINA),F-21118,SANOFI-AVENTIS DE CHILE S.A.
639,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,VOLUNTA COMPRIMIDOS RECUBIERTOS 20 mg (ATORVASTATINA),F-21119,SANOFI-AVENTIS DE CHILE S.A.
640,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,VOLUNTA COMPRIMIDOS RECUBIERTOS 40 mg (ATORVASTATINA),F-21120,SANOFI-AVENTIS DE CHILE S.A.
641,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,VOLUNTA COMPRIMIDOS RECUBIERTOS 80 mg (ATORVASTATINA),F-21121,SANOFI-AVENTIS DE CHILE S.A.
642,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,ATORVASTATINA COMPRIMIDOS RECUBIERTOS 10 mg,F-22096,SYNTHON  CHILE LTDA.
643,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,ATORVASTATINA COMPRIMIDOS RECUBIERTOS 20 mg,F-22049,SYNTHON CHILE LTDA.
644,Disminución del colesterol,ROSUVASTATINA,Crestor,Astrazeneca,ROSUVITAE COMPRIMIDOS RECUBIERTOS 10 mg,F-22272,GALENICUM HEALTH CHILE S.p.A.
645,Disminución del colesterol,ROSUVASTATINA,Crestor,Astrazeneca,ROSUVITAE COMPRIMIDOS RECUBIERTOS 20 mg,F-22276,GALENICUM HEALTH CHILE S.p.A.
646,Disminución del colesterol,ROSUVASTATINA,Crestor,Astrazeneca,ROSUGRAS COMPRIMIDOS RECUBIERTOS 20 mg,F-22190,LABORATORIOS RAFFO S.A.
647,Disminución del colesterol,ROSUVASTATINA,Crestor,Astrazeneca,ROSUGRAS COMPRIMIDOS RECUBIERTOS 10 mg,F-22189,LABORATORIOS RAFFO S.A.
648,Disminución del colesterol,ROSUVASTATINA,Crestor,Astrazeneca,MEXIS COMPRIMIDOS RECUBIERTOS 20 mg,F-20166,MINTLAB Co. S.A.
649,Disminución del colesterol,ROSUVASTATINA,Crestor,Astrazeneca,MEXIS COMPRIMIDOS RECUBIERTOS 10 mg,F-20165,MINTLAB Co. S.A.
650,Disminución del colesterol,ROSUVASTATINA,Crestor,Astrazeneca,ROSIMOL COMPRIMIDOS RECUBIERTOS 10 mg,F-18758,NOVARTIS CHILE S.A.
651,Disminución del colesterol,ROSUVASTATINA,Crestor,Astrazeneca,ROSIMOL COMPRIMIDOS RECUBIERTOS 20 mg,F-19116,NOVARTIS CHILE S.A.
652,Disminución del colesterol,ROSUVASTATINA,Crestor,Astrazeneca,MODERATUS COMPRIMIDOS RECUBIERTOS 10 mg,F-20479,SANOFI-AVENTIS DE CHILE S.A.
653,Disminución del colesterol,ROSUVASTATINA,Crestor,Astrazeneca,MODERATUS COMPRIMIDOS RECUBIERTOS 20 mg,F-20480,SANOFI-AVENTIS DE CHILE S.A.
654,Disminución del colesterol,ROSUVASTATINA,Crestor,Astrazeneca,MODERATUS COMPRIMIDOS RECUBIERTOS 20 mg,F-20663,SANOFI-AVENTIS DE CHILE S.A.
655,Disminución del colesterol,ROSUVASTATINA,Crestor,Astrazeneca,MODERATUS COMPRIMIDOS RECUBIERTOS 10 mg,F-20706,SANOFI-AVENTIS DE CHILE S.A.
656,Disminución del lípidos,GEMFIBROZILO,Lopid,Pfizer,GEMFIBROZILO COMPRIMIDOS 600 mg,F-15121,LABORATORIO PASTEUR S.A.
657,Diurético,ESPIRONOLACTONA,Aldactone,Pfizer,ESPIRONOLACTONA COMPRIMIDOS 25 mg,F-6546,LABORATORIOS ANDRÓMACO S.A.
658,Diurético,ESPIRONOLACTONA,Aldactone,Pfizer,ESPIRONOLACTONA COMPRIMIDOS 25 mg,F-15162,MINTLAB Co. S.A.
659,Diurético,FUROSEMIDA,Lasix,Sanofi-Aventis,FUROSEMIDA COMPRIMIDOS 40 mg,F-2274,LABORATORIO CHILE S.A.
660,Diurético,FUROSEMIDA,Lasix,Sanofi-Aventis,FUROSEMIDA COMPRIMIDOS 40 mg,F-11274,LABORATORIOS ANDRÓMACO S.A.
661,Diurético,HIDROCLOROTIAZIDA,Hidroronol,ITF-Labomed,HIDROCLOROTIAZIDA COMPRIMIDOS 50 mg,F-1379,LABORATORIO CHILE S.A.
662,Diurético,HIDROCLOROTIAZIDA,Hidroronol,ITF-Labomed,HIDROCLOROTIAZIDA COMPRIMIDOS 50 mg,F-14622,LABORATORIO MAVER S.A.
663,Esquizofrenia,ARIPIPRAZOL,Abilify,Glaxosmithkline,AZYMOL COMPRIMIDOS 10 mg,F-14664,LABORATORIOS RECALCINE S.A.
664,Esquizofrenia,ARIPIPRAZOL,Abilify,Glaxosmithkline,AZDIR ODT COMPRIMIDOS BUCODISPERSABLES 15 mg,F-22287,SYNTHON CHILE LTDA.
665,Esquizofrenia,OLANZAPINA,Zyprexa,Eli Lilly,ANZAP COMPRIMIDOS RECUBIERTOS 10 mg,F-20065,ASCEND LABORATORIES SpA
666,Esquizofrenia,OLANZAPINA,Zyprexa,Eli Lilly,ANZAP COMPRIMIDOS RECUBIERTOS 5 mg,F-20066,ASCEND LABORATORIES SpA
667,Esquizofrenia,OLANZAPINA,Zyprexa,Eli Lilly,OLANZYL COMPRIMIDOS RECUBIERTOS 10 mg,F-16439,AXON PHARMA SPA.
668,Esquizofrenia,OLANZAPINA,Zyprexa,Eli Lilly,OLANZYL COMPRIMIDOS RECUBIERTOS 5 mg,F-16440,AXON PHARMA SPA.
669,Esquizofrenia,OLANZAPINA,Zyprexa,Eli Lilly,OLANVITAE COMPRIMIDOS RECUBIERTOS 5 mg,F-21980,GALENICUM HEALTH CHILE S.p.A.
670,Esquizofrenia,OLANZAPINA,Zyprexa,Eli Lilly,OLANVITAE COMPRIMIDOS RECUBIERTOS 10 mg,F-21985,GALENICUM HEALTH CHILE S.p.A.
671,Esquizofrenia,OLANZAPINA,Zyprexa,Eli Lilly,OLEXAR COMPRIMIDOS RECUBIERTOS 10 mg,F-21638,INDOPHARMA S.A.
672,Esquizofrenia,OLANZAPINA,Zyprexa,Eli Lilly,AMULSIN COMPRIMIDOS RECUBIERTOS 10 mg,F-11921,INSTITUTO SANITAS S.A.
673,Esquizofrenia,OLANZAPINA,Zyprexa,Eli Lilly,AMULSIN COMPRIMIDOS RECUBIERTOS 5 mg,F-11923,INSTITUTO SANITAS S.A.
674,Esquizofrenia,OLANZAPINA,Zyprexa,Eli Lilly,SINCRIS COMPRIMIDOS RECUBIERTOS 5 mg,F-22343,LABORATORIO CHILE S.A.
675,Esquizofrenia,OLANZAPINA,Zyprexa,Eli Lilly,SINCRIS COMPRIMIDOS RECUBIERTOS 10 mg,F-22344,LABORATORIO CHILE S.A.
676,Esquizofrenia,OLANZAPINA,Zyprexa,Eli Lilly,OLANZAPINA COMPRIMIDOS RECUBIERTOS 10 mg,F-20543,LABORATORIOS EUROMED CHILE S.A.
677,Esquizofrenia,OLANZAPINA,Zyprexa,Eli Lilly,ZAP COMPRIMIDOS 10 mg,F-20549,LABORATORIOS EUROMED CHILE S.A.
678,Esquizofrenia,OLANZAPINA,Zyprexa,Eli Lilly,PSITAB COMPRIMIDOS 5 mg,F-18498,SYNTHON  CHILE LTDA.
679,Esquizofrenia,OLANZAPINA,Zyprexa,Eli Lilly,PSITAB COMPRIMIDOS 10 mg,F-18499,SYNTHON  CHILE LTDA.
680,Estimulante sistema nervioso central,METILFENIDATO,Ritalin,Novartis,ELEM COMPRIMIDOS 10 mg,F-7543,LABORATORIOS ANDRÓMACO S.A.
681,Estimulante sistema nervioso central,METILFENIDATO,Ritalin,Novartis,RITALIN LA CÁPSULAS CON GRÁNULOS DE LIBERACION REPETIDA 10 mg,F-22153,NOVARTIS CHILE S.A.
682,Estimulante sistema nervioso central,METILFENIDATO,Ritalin,Novartis,RITALIN LA CÁPSULAS CON GRÁNULOS DE LIBERACIÓN REPETIDA 40 mg,F-22155,NOVARTIS CHILE S.A.
683,Estimulante sistema nervioso central,METILFENIDATO,Ritalin,Novartis,RITALIN LA CÁPSULAS CON GRÁNULOS DE LIBERACIÓN REPETIDA 20 mg,F-22154,NOVARTIS CHILE S.A.
684,Estimulante sistema nervioso central,METILFENIDATO,Ritalin,Novartis,RITALIN LA CÁPSULAS CON GRÁNULOS DE LIBERACIÓN REPETIDA 30 mg,F-22156,NOVARTIS CHILE S.A.
685,Estimulante sistema nervioso central,METILFENIDATO,Ritalin,Novartis,RUBIFEN COMPRIMIDOS 10 mg,F-8290,PHARMAVITA S.A.
686,Estimulante sistema nervioso central,METILFENIDATO,Ritalin,Novartis,RUBIFEN SR COMPRIMIDOS RECUBIERTOS DE LIBERACIÓN PROLONGADA 20 mg,F-14593,PHARMAVITA S.A.
687,Hepatitis C,RIBAVIRINA,Copegus,Roche,MODERIBA COMPRIMIDOS RECUBIERTOS 200 mg,F-21978,ABBVIE PRODUCTOS FARMACÉUTICOS LTDA.
688,Hiperplasia Prostática Benigna (HPB),FINASTERIDA,Proscar,Merck Sharp & Dohme,FINASTERIDA COMPRIMIDOS RECUBIERTOS 5 mg,F-21444,ASCEND LABORATORIES SpA
689,Hiperplasia Prostática Benigna (HPB),FINASTERIDA,Proscar,Merck Sharp & Dohme,SANIPROSTOL COMPRIMIDOS RECUBIERTOS 5 mg,F-8952,INSTITUTO SANITAS S.A.
690,Hiperplasia Prostática Benigna (HPB),FINASTERIDA,Proscar,Merck Sharp & Dohme,VASTUS COMPRIMIDOS RECUBIERTOS 5 mg,F-18932,TECNOFARMA S.A.
691,Hipertensión arterial,ATENOLOL,Betacar,Sanofi-Aventis,ATENOLOL COMPRIMIDOS 50 mg,F-15201,LABORATORIOS ANDRÓMACO S.A.
692,Hipertensión arterial,ATENOLOL,Betacar,Sanofi-Aventis,ATENOLOL COMPRIMIDOS 50 mg,F-9870,MINTLAB CO. S.A.
693,Hipertensión arterial,ATENOLOL,Betacar,Sanofi-Aventis,ATENOLOL COMPRIMIDOS 100 mg,F-9869,MINTLAB CO. S.A.
694,Hipertensión arterial,IRBESARTÁN,Aprovel,Sanofi-Aventis,IRBESARTAN COMPRIMIDOS RECUBIERTOS 300 mg,F-22363,BLUEPHARMA CHILE S.P.A.
695,Hipertensión arterial,IRBESARTÁN,Aprovel,Sanofi-Aventis,IRBESARTAN COMPRIMIDOS RECUBIERTOS 150 mg,F-22364,BLUEPHARMA CHILE S.P.A.
696,Hipertensión arterial,IRBESARTÁN,Aprovel,Sanofi-Aventis,IRBEVITAE COMPRIMIDOS RECUBIERTOS 150 mg (IRBESARTAN),F-21513,GALENICUM HEALTH CHILE S.p.A.
697,Hipertensión arterial,IRBESARTÁN,Aprovel,Sanofi-Aventis,IRBEVITAE COMPRIMIDOS RECUBIERTOS 300 mg (IRBESARTAN),F-21514,GALENICUM HEALTH CHILE S.p.A.
698,Hipertensión arterial,IRBESARTÁN,Aprovel,Sanofi-Aventis,IRTANA COMPRIMIDOS 300 mg,F-22350,LABORATORIOS  EUROMED CHILE S.A.
699,Hipertensión arterial,IRBESARTÁN / HIDROCLOROTIAZIDA,Coaprovel,Sanofi-Aventis,"IRTANA H 150/12,5 COMPRIMIDOS",F-20632,LABORATORIOS EUROMED CHILE S.A.
700,Hipertensión arterial,IRBESARTÁN / HIDROCLOROTIAZIDA,Coaprovel,Sanofi-Aventis,"IRTANA H 300/12,5 COMPRIMIDOS",F-20631,LABORATORIOS EUROMED CHILE S.A.
701,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme,LOSARTÁN POTÁSICO COMPRIMIDOS RECUBIERTOS 50 mg,F-22000,ASCEND LABORATORIES S.p.A.
702,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme,LOSARTAN POTÁSICO COMPRIMIDOS RECUBIERTOS 100mg,F-21746,ASCEND LABORATORIES SpA
703,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme,LOSARTÁN POTÁSICO COMPRIMIDOS RECUBIERTOS 50 mg,F-8741,CHEMOPHARMA S.A.
704,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme,LOSARTAN POTÁSICO COMPRIMIDOS RECUBIERTOS 100 mg,F-20493,CHEMOPHARMA S.A.
705,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme,SANIPRESIN COMPRIMIDOS RECUBIERTOS 50 mg,F-9043,INSTITUTO SANITAS S.A.
706,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme,SANIPRESIN FORTE COMPRIMIDOS RECUBIERTOS 100 mg,F-20483,INSTITUTO SANITAS S.A.
707,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme,LOSARTÁN POTÁSICO COMPRIMIDOS RECUBIERTOS 50 mg,F-13738,LABORATORIO CHILE S.A.
708,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme,SIMPERTEN COMPRIMIDOS RECUBIERTOS 50 mg,F-8493,LABORATORIO CHILE S.A.
709,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme,LOSARTÁN POTÁSICO COMPRIMIDOS RECUBIERTOS 100 mg,F-17498,LABORATORIO CHILE S.A.
710,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme,SIMPERTEN COMPRIMIDOS RECUBIERTOS 100 mg,F-16092,LABORATORIO CHILE S.A.
711,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme,ARATAN COMPRIMIDOS RECUBIERTOS 50 mg,F-20666,LABORATORIOS ANDRÓMACO S.A.
712,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme,LOSARTÁN POTÁSICO COMPRIMIDOS RECUBIERTOS 50 mg,F-20665,LABORATORIOS ANDRÓMACO S.A.
713,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme,ARATAN COMPRIMIDOS RECUBIERTOS 100 mg,F-20899,LABORATORIOS ANDRÓMACO S.A.
714,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme,LOSARTAN POTÁSICO COMPRIMIDOS RECUBIERTOS 100 mg,F-20934,LABORATORIOS ANDRÓMACO S.A.
715,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme,LOSARTÁN POTÁSICO COMPRIMIDOS RECUBIERTOS 50 mg,F-19885,LABORATORIOS EUROMED CHILE S.A.
716,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme,LOSARTÁN POTÁSICO COMPRIMIDOS RECUBIERTOS 50 mg,F-20177,LABORATORIOS EUROMED CHILE S.A.
717,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme,CORODIN COMPRIMIDOS RECUBIERTOS 50 mg,F-11043,LABORATORIOS LAFI LTDA.
718,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme,CORODIN COMPRIMIDOS RECUBIERTOS 100 mg,F-12482,LABORATORIOS LAFI LTDA.
719,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme,LOSARTÁN POTÁSICO COMPRIMIDOS RECUBIERTOS 50 mg,F-19752,MEDINOVA FARMA LTDA.
720,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme,NOVSAR COMPRIMIDOS RECUBIERTOS 50 mg,F-19753,MEDINOVA FARMA LTDA.
721,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme,LOSARTÁN POTÁSICO COMPRIMIDOS RECUBIERTOS 50 mg,F-14315,MINTLAB CO. S.A.
722,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme,LOPREN COMPRIMIDOS RECUBIERTOS 50 mg,F-14316,MINTLAB CO. S.A.
723,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme,CORSALUX COMPRIMIDOS RECUBIERTOS 50 mg,F-19513,NOVARTIS CHILE S.A.
724,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme,LOSARTÁN POTÁSICO COMPRIMIDOS RECUBIERTOS 50 mg,F-17455,OPKO CHILE S.A.
725,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme,LOSARTÁN POTÁSICO COMPRIMIDOS RECUBIERTOS 50 mg,F-18420,OPKO CHILE S.A.
726,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme,LOSAPRES 100 COMPRIMIDOS RECUBIERTOS 100 mg,F-13998,PHARMA INVESTI DE CHILE S.A.
727,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme,LOSARTÁN POTÁSICO COMPRIMIDOS RECUBIERTOS 50 mg,F-15499,SYNTHON  CHILE LTDA.
728,Hipertensión arterial,NEBIVOLOL,Nebilet,Labomed,ANFIBOL COMPRIMIDOS 5 mg,F-17006,LABORATORIOS RECALCINE S.A.
729,Hipertensión arterial,OLMESARTÁN+HIDROCLOROTIAZI DA,Olmetec Plus,Merck Sharp & Dohme,"OLMESARTAN MEDOXOMILO/HIDROCLOROTIAZIDA 20/12,5 COMPRIMIDOS RECUBIERTOS",F-22092,ASCEND LABORATORIES SpA
730,Hipertensión arterial,OLMESARTÁN+HIDROCLOROTIAZI DA,Olmetec Plus,Merck Sharp & Dohme,OLMESARTAN MEDOXOMILO/HIDROCLOROTIAZIDA 40/25 COMPRIMIDOS RECUBIERTOS,F-22093,ASCEND LABORATORIES SpA
731,Hipertensión arterial,OLMESARTÁN+HIDROCLOROTIAZI DA,Olmetec Plus,Merck Sharp & Dohme,"OLMESARTAN MEDOXOMILO/HIDROCLOROTIAZIDA 40/12,5 COMPRIMIDOS RECUBIERTOS",F-22094,ASCEND LABORATORIES SpA
732,Hipertensión arterial,OLMESARTÁN+HIDROCLOROTIAZI DA,Olmetec Plus,Merck Sharp & Dohme,OLMESARTAN MEDOXOMILO/HIDROCLOROTIAZIDA 40/25 COMPRIMIDOS RECUBIERTOS,F-22091,EUROMED CHILE S.A.
733,Hipertensión arterial,PROPRANOLOL,Inderal,Astrazeneca,PROPRANOLOL CLORHIDRATO COMPRIMIDOS 40 mg,F-3440,MINTLAB CO. S.A.
734,Hipertensión arterial,PROPRANOLOL,Inderal,Astrazeneca,PROPRANOLOL CLORHIDRATO COMPRIMIDOS 10 mg,F-13795,MINTLAB Co. S.A.
735,Hipertensión arterial,TELMISARTÁN,Micardis,Boehringer Ingelheim,TELMEREN COMPRIMIDOS RECUBIERTOS 80 mg,F-21082,NOVARTIS CHILE S.A.
736,Hipertensión arterial,TELMISARTÁN,Micardis,Boehringer Ingelheim,TELMEREN COMPRIMIDOS  40 mg,F-21178,NOVARTIS CHILE S.A.
